ID;Semestre;Sede;Programa;En su rol como estudiante ¿Que tan identificado se siente con la mision y la vision de la Institucion?;¿ Ha asistido a reuniones dispuestas por el programa en las cuales se da a conocer el Proyecto Educativo del Programa?;¿ El Proyecto Educativo del Programa garantiza el funcionamiento de su programa?; ¿El numero de docentes es suficientes para satisfacer las necesidades academicas de su programa?;¿La relacion entre la cantidad de estudiantes de su programa y los recursos académicos (libros, material de apoyo, bases de datos, guías de talleres, asesorías)  disponibles es la adecuada?;¿La relación entre la cantidad de estudiantes de su programa y los recursos físicos( laboratorios, salas de cómputo, bibliotecas, aulas de clase, equipos audiovisuales) disponibles es la adecuada?;¿ Ha asistido a reuniones dispuestas por el programa en las cuales se da a conocer el Reglamento Estudiantil?;¿Cuál es el medio a través del cual consulta el Reglamento Estudiantil?;¿Conoce los comités directivos del programa en los que puede participar como estudiante?;¿La participación de los estudiantes en los comités del programa ha contribuido con la toma decisiones?;¿Los docentes del programa cumplen con las expectativas en cuanto a experiencia para desarrallar las actividades académicas?;¿ Considera que la aplicación de las políticas en cuanto a la permanencia de sus docentes,  es?:;En el desarrollo de sus cursos, ¿ Usted utiliza materiales de apoyo o guías producidas por sus profesores? Si su respuesta es afirmativa, continúe con la siguiente pregunta;La calidad de los materiales de apoyo producidos por los profesores para el desarrollo de las actividades académicas, es:;De acuerdo con la metodología del programa, la pertinencia (adecuado) de los materiales de apoyo producidos por sus profesores para llevar a cabo las actividades académicas, es:;¿Conoce la reglamentación que regula la flexibilidad (entendida como movilidad, créditos optativos, créditos homologables, cursos electivos, alternativas de opción de grado) de su  plan de estudios?;¿ La reglamentación que regula la flexibilidad de su plan de estudios es eficaz y se aplica adecuadamente?;¿Considera que las estrategias llevadas a cabo para fomentar la interdisciplinariedad (relación de sus actividades académicas con otras disciplinas o áreas de conocimiento), han contribuido al mej...;¿ Existe correspondencia entre los métodos de enseñanza y aprendizaje que se emplean en su programa con los contenidos del Plan de Estudio?;¿Conoce las condiciones y exigencias académicas de permanencia y graduación ( entendidas como las estrategias que permitan al estudiante la culminación de sus estudios) de su programa?;¿Las estrategias que implementa el programa para que sus estudiantes finalicen su plan de estudios son adecuadas?;¿La reglamentación que regula la evaluación de su desempeño académico se divulga y se aplica adecuadamente?;¿ La evaluación que se realiza de su desempeño académico es coherente con los métodos pedagógicos (entendidos como estrategias de enseñanza)  empleados por los profesores?;¿El sistema de evaluación académica utilizado para valorar su desempeño académico le permite adquirir competencias, actitudes, conocimientos, capacidades y habilidades propias del programa?;¿Los procesos de evaluación y autoevaluación del programa han contribuido al mejoramiento de la calidad del mismo?;¿Conoce los programas que brinda Bienestar Institucional a la comunidad académica?;¿Las estrategias de divulgación de los programas que brinda Bienestar Institucional a la comunidad académica son efectivas?;¿Los servicios y actividades que brinda Bienestar Institucional han contribuido a su desarrollo personal?;¿Las orientaciones dadas en cuanto a los procesos administrativos que desarrolla su programa permiten cumplir a cabalidad con las funciones de docencia, investigación y proyección social?;¿La página web de la Institución es un buen medio para mantenerse informado?;¿Con que frecuencia consulta la página web de la Institución para mantenerse informado sobre temas de interés?;¿Cómo califica la efectividad de los sistemas de información académica (correos electrónicos, plataformas virtuales, bibliotecas digitales, etc.) de su Programa:;¿Cómo califica la efectividad de los procesos comunicativos ( medios utilizados para informar al estudiante) al interior de su Programa:;¿Cómo califica la calidad del acceso a los sistemas de comunicación e información del programa?;¿Cómo califica la orientación académica que ofrecen los directivos a su programa?;¿Cómo califica el liderazgo que demuestran los directivos de su programa?
880;4;Popayan;Ingenieria Industrial;Totalmente;NO;Sin respuesta;Totalmente;Totalmente;Totalmente;NO;Sin respuesta;SI;Totalmente;Totalmente;Excelente;SI;Excelente;Excelente;SI;Totalmente;Totalmente;Totalmente;SI;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Siempre;Excelente;Excelente;Excelente;Excelente;Excelente
881;1;Popayan;Ingenieria de Sistemas;En cierta parte;NO;Sin respuesta;En gran parte;En cierta parte;Totalmente;NO;Sin respuesta;SI;En gran parte;Totalmente;Buena;SI;Buena;Buena;SI;En gran parte;En gran parte;En gran parte;SI;En cierta parte;Totalmente;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;Casi siempre;Buena;Buena;Buena;Buena;Buena
882;1;Popayan;Ingenieria de Sistemas;En gran parte;SI;En gran parte;Totalmente;En gran parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;Totalmente;Buena;SI;Buena;Excelente;SI;En gran parte;En gran parte;Totalmente;SI;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;En gran parte;En gran parte;En gran parte;Algunas veces ;Excelente;Buena;Buena;Excelente;Buena
883;5;Norte - Santander de Q;Psicologia;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;SI;Pagina web institucional;NO;Sin respuesta;En gran parte;Buena;SI;Excelente;Buena;NO;Sin respuesta;En gran parte;En cierta parte;SI;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En cierta parte;Totalmente;En cierta parte;En cierta parte;En cierta parte;Algunas veces ;Regular;Regular;Mala;Buena;Regular
884;5;Popayan;Psicologia;En gran parte;NO;Sin respuesta;Nada;Nada;Nada;NO;Sin respuesta;NO;Sin respuesta;Totalmente;Excelente;NO;Sin respuesta;Buena;NO;Sin respuesta;En cierta parte;En cierta parte;NO;Sin respuesta;En cierta parte;En gran parte;En cierta parte;En cierta parte;Nada;En cierta parte;En cierta parte;En cierta parte;En cierta parte;Nunca;Buena;Buena;Buena;Buena;Buena
885;5;Norte - Santander de Q;Psicologia;En gran parte;NO;Sin respuesta;Totalmente;En gran parte;En gran parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Excelente;NO;Sin respuesta;Totalmente;En gran parte;SI;En gran parte;Totalmente;En gran parte;En gran parte;En gran parte;En cierta parte;En cierta parte;En gran parte;En gran parte;En gran parte;Algunas veces ;Buena;Buena;Buena;Excelente;Excelente
886;2;Popayan;Ingenieria de Sistemas;En gran parte;SI;En gran parte;En gran parte;Totalmente;En gran parte;SI;Pagina web institucional;NO;Sin respuesta;En gran parte;Excelente;SI;Excelente;Excelente;NO;Sin respuesta;En gran parte;Totalmente;NO;Sin respuesta;Totalmente;Totalmente;Totalmente;Totalmente;Nada;En gran parte;Totalmente;Totalmente;Totalmente;Casi siempre;Buena;Buena;Buena;Excelente;Excelente
887;1;Popayan;Ingenieria de Sistemas;En gran parte;SI;En gran parte;Totalmente;En cierta parte;Nada;NO;Sin respuesta;SI;Totalmente;Totalmente;Excelente;SI;Excelente;Excelente;NO;Sin respuesta;En gran parte;En gran parte;SI;Totalmente;Totalmente;En gran parte;En gran parte;Totalmente;En gran parte;En gran parte;Totalmente;En gran parte;En cierta parte;Algunas veces ;Excelente;Excelente;Excelente;Excelente;Excelente
888;3;Popayan;Ingenieria de Sistemas;En gran parte;SI;Totalmente;En cierta parte;En gran parte;En gran parte;SI;Difusion por parte de la Direccion del Programa;SI;En gran parte;En gran parte;Buena;SI;Buena;Buena;SI;En gran parte;En gran parte;En gran parte;SI;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;Algunas veces ;Buena;Buena;Buena;Buena;Buena
889;5;Popayan;Psicologia;En cierta parte;NO;Sin respuesta;Totalmente;En cierta parte;Nada;SI;Pagina web institucional;NO;Sin respuesta;En cierta parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En cierta parte;En gran parte;SI;En gran parte;En gran parte;En gran parte;En cierta parte;En cierta parte;En gran parte;En cierta parte;Nada;En cierta parte;En gran parte;Casi siempre;Regular;Regular;Buena;Buena;Buena
890;2;Popayan;Trabajo Social;En gran parte;NO;Sin respuesta;Totalmente;Totalmente;En gran parte;SI;Pagina web institucional;NO;Sin respuesta;En gran parte;Excelente;SI;Excelente;Excelente;SI;Totalmente;En gran parte;Totalmente;SI;Totalmente;Totalmente;En gran parte;En gran parte;Totalmente;Totalmente;En gran parte;En gran parte;Totalmente;Totalmente;Casi siempre;Excelente;Buena;Buena;Excelente;Excelente
891;5;Popayan;Psicologia;En gran parte;NO;Sin respuesta;En cierta parte;En gran parte;En cierta parte;NO;Sin respuesta;SI;En cierta parte;En cierta parte;Regular;SI;Buena;Buena;NO;Sin respuesta;En gran parte;En cierta parte;NO;Sin respuesta;En gran parte;En cierta parte;En gran parte;En cierta parte;En cierta parte;En cierta parte;En gran parte;En gran parte;En cierta parte;Algunas veces ;Buena;Buena;Buena;Regular;Regular
892;5;Popayan;Psicologia;En cierta parte;NO;Sin respuesta;En gran parte;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En cierta parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En cierta parte;En gran parte;SI;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En cierta parte;En cierta parte;En cierta parte;En gran parte;En gran parte;Casi siempre;Regular;Regular;Regular;Regular;Regular
893;4;Popayan;Administracion de Empresas ;En gran parte;SI;Totalmente;En gran parte;En gran parte;En gran parte;SI;Pagina web institucional;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Excelente;SI;En gran parte;En gran parte;En gran parte;SI;Totalmente;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En cierta parte;En gran parte;Totalmente;Casi siempre;Buena;Buena;Buena;Buena;Excelente
894;5;Popayan;Psicologia;Totalmente;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;Totalmente;Buena;NO;Sin respuesta;Buena;NO;Sin respuesta;En gran parte;En gran parte;NO;Sin respuesta;En gran parte;En gran parte;En gran parte;Totalmente;Nada;En gran parte;En cierta parte;En gran parte;Totalmente;Algunas veces ;Buena;Buena;Regular;Excelente;Buena
895;5;Norte - Santander de Q;Psicologia;En gran parte;NO;Sin respuesta;Nada;En cierta parte;Nada;NO;Sin respuesta;NO;Sin respuesta;En cierta parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En cierta parte;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;En gran parte;Nada;Nada;Nada;En cierta parte;En cierta parte;Algunas veces ;Buena;Buena;Buena;Buena;Buena
896;4;Popayan;Licenciatura en Educacion Artistica y Cultural;En gran parte;NO;Sin respuesta;Totalmente;En gran parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;Totalmente;Buena;SI;Buena;Buena;NO;Sin respuesta;En cierta parte;En gran parte;NO;Sin respuesta;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;Nada;Nada;Totalmente;En gran parte;Algunas veces ;Buena;Buena;Buena;Buena;Buena
897;5;Popayan;Psicologia;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En cierta parte;En cierta parte;NO;Sin respuesta;Nada;En gran parte;Totalmente;Totalmente;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En gran parte;Algunas veces ;Buena;Buena;Buena;Regular;Regular
898;2;Popayan;Ingenieria de Sistemas;En gran parte;SI;En gran parte;En gran parte;En gran parte;En gran parte;NO;Sin respuesta;SI;En gran parte;Totalmente;Buena;NO;;Buena;SI;Totalmente;En gran parte;En gran parte;NO;Sin respuesta;En gran parte;Totalmente;En gran parte;En gran parte;En gran parte;En gran parte;En cierta parte;En gran parte;Totalmente;Casi siempre;Excelente;Buena;Buena;Buena;Excelente
899;5;Popayan;Psicologia;En gran parte;NO;Sin respuesta;Nada;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Regular;SI;Buena;Regular;NO;Sin respuesta;En cierta parte;En gran parte;NO;Sin respuesta;En gran parte;En gran parte;En gran parte;En cierta parte;Nada;En gran parte;Nada;En cierta parte;En gran parte;Casi siempre;Regular;Regular;Regular;Regular;Regular
900;10;Popayan;Ingenieria Industrial;En gran parte;NO;Sin respuesta;En gran parte;En gran parte;En cierta parte;SI;Pagina web institucional;SI;En gran parte;En gran parte;Regular;SI;Buena;Buena;SI;Totalmente;En gran parte;En gran parte;SI;En gran parte;En gran parte;Totalmente;Totalmente;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;Totalmente;Algunas veces ;Buena;Buena;Buena;Excelente;Excelente
901;6;Popayan;Psicologia;En gran parte;NO;Sin respuesta;En cierta parte;Nada;Nada;NO;Sin respuesta;SI;En cierta parte;Nada;Regular;NO;Sin respuesta;Buena;NO;Sin respuesta;En cierta parte;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En gran parte;En gran parte;En cierta parte;En cierta parte;En cierta parte;Algunas veces ;Regular;Regular;Regular;Regular;Regular
902;2;Popayan;Trabajo Social;Totalmente;SI;Totalmente;En gran parte;En gran parte;En cierta parte;SI;Carteleras;SI;Totalmente;Totalmente;Buena;SI;Excelente;Buena;SI;En gran parte;En gran parte;Totalmente;SI;Totalmente;En gran parte;Totalmente;Totalmente;Totalmente;Totalmente;En gran parte;Totalmente;Totalmente;Totalmente;Siempre;Buena;Buena;Buena;Buena;Excelente
903;5;Norte - Santander de Q;Psicologia;Totalmente;SI;Totalmente;Totalmente;Totalmente;Totalmente;SI;Pagina web institucional;SI;Totalmente;Totalmente;Excelente;SI;Excelente;Excelente;SI;Totalmente;Totalmente;Totalmente;SI;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Siempre;Buena;Buena;Buena;Buena;Buena
904;1;Popayan;Psicologia;Totalmente;NO;Sin respuesta;Totalmente;En gran parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En gran parte;En gran parte;NO;Sin respuesta;Totalmente;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;Algunas veces ;Buena;Buena;Buena;Buena;Buena
905;7;Popayan;Contaduria Publica;En gran parte;SI;Totalmente;Totalmente;En gran parte;En cierta parte;SI;Pagina web institucional;SI;En gran parte;Totalmente;Buena;SI;Excelente;Excelente;NO;Sin respuesta;En gran parte;En gran parte;SI;Totalmente;Totalmente;En gran parte;En cierta parte;En gran parte;Totalmente;Totalmente;Nada;En gran parte;Totalmente;Siempre;Excelente;Excelente;Excelente;Excelente;Excelente
906;1;Popayan;Psicologia;Totalmente;NO;Sin respuesta;En cierta parte;En cierta parte;Nada;NO;Sin respuesta;NO;Sin respuesta;Totalmente;Buena;SI;Buena;Buena;NO;Sin respuesta;En gran parte;En gran parte;NO;Sin respuesta;En gran parte;En gran parte;En gran parte;Totalmente;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;Casi siempre;Buena;Regular;Buena;Buena;Buena
907;5;Popayan;Psicologia;En gran parte;NO;Sin respuesta;Totalmente;En gran parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En gran parte;En gran parte;NO;Sin respuesta;Totalmente;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En cierta parte;Casi siempre;Buena;Buena;Buena;Buena;Buena
908;5;Norte - Santander de Q;Psicologia;En cierta parte;NO;Sin respuesta;Totalmente;En cierta parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En gran parte;En gran parte;NO;Sin respuesta;En gran parte;En gran parte;En gran parte;En cierta parte;En cierta parte;En cierta parte;Nada;En gran parte;En cierta parte;Algunas veces ;Buena;Buena;Buena;Buena;Buena
909;5;Popayan;Licenciatura en Educacion Artistica y Cultural;En gran parte;SI;En gran parte;Totalmente;En gran parte;En gran parte;SI;Pagina web institucional;NO;Sin respuesta;En gran parte;Excelente;SI;Buena;Buena;NO;Sin respuesta;Totalmente;En gran parte;NO;Sin respuesta;En gran parte;Totalmente;En gran parte;Totalmente;En gran parte;En gran parte;Totalmente;Totalmente;Totalmente;Casi siempre;Excelente;Excelente;Buena;Buena;Buena
910;5;Popayan;Psicologia;Totalmente;NO;Sin respuesta;En cierta parte;En cierta parte;En gran parte;NO;Sin respuesta;NO;Sin respuesta;Totalmente;Buena;SI;Buena;Buena;NO;Sin respuesta;En gran parte;Totalmente;NO;Sin respuesta;Totalmente;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;Totalmente;Casi siempre;Excelente;Excelente;Excelente;Excelente;Excelente
911;2;Popayan;Trabajo Social;En gran parte;NO;Sin respuesta;En gran parte;En gran parte;En gran parte;SI;Pagina web institucional;NO;Sin respuesta;Totalmente;Excelente;SI;Excelente;Excelente;SI;Totalmente;En gran parte;Totalmente;SI;Totalmente;Totalmente;Totalmente;En gran parte;Totalmente;En gran parte;Totalmente;En gran parte;En gran parte;Totalmente;Casi siempre;Buena;Excelente;Buena;Excelente;Excelente
912;5;Popayan;Psicologia;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;NO;Sin respuesta;SI;Nada;En gran parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En gran parte;En cierta parte;NO;Sin respuesta;En cierta parte;En gran parte;En gran parte;Totalmente;Nada;En cierta parte;En cierta parte;En gran parte;Totalmente;Siempre;Regular;Buena;Buena;Buena;Buena
913;1;Popayan;Contaduria Publica;En gran parte;SI;Totalmente;Totalmente;En gran parte;En cierta parte;SI;Difusion por parte de la Direccion del Programa;SI;En cierta parte;Totalmente;Excelente;SI;Buena;Buena;SI;En cierta parte;En gran parte;En gran parte;NO;Sin respuesta;Nada;En gran parte;Totalmente;Totalmente;En gran parte;En gran parte;En gran parte;En gran parte;Totalmente;Algunas veces ;Buena;Buena;Buena;Buena;Buena
914;6;Popayan;Psicologia;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;SI;Pagina web institucional;NO;Sin respuesta;En cierta parte;Regular;SI;Regular;Buena;NO;Sin respuesta;En cierta parte;En cierta parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;Algunas veces ;Buena;Buena;Buena;Buena;Buena
915;4;Popayan;Psicologia;En gran parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;SI;Pagina web institucional;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;SI;En gran parte;En gran parte;En gran parte;SI;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En cierta parte;En gran parte;En gran parte;En cierta parte;En gran parte;Algunas veces ;Buena;Buena;Buena;Buena;Buena
916;5;Popayan;Psicologia;Nada;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;SI;Pagina web institucional;NO;Sin respuesta;En cierta parte;Regular;SI;Buena;Buena;NO;Sin respuesta;En gran parte;En gran parte;SI;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;Nada;En cierta parte;En cierta parte;Algunas veces ;Buena;Buena;Buena;Buena;Buena
917;4;Popayan;Ingenieria de Sistemas;En gran parte;NO;Sin respuesta;Totalmente;Totalmente;En cierta parte;NO;Sin respuesta;SI;En gran parte;Totalmente;Excelente;SI;Buena;Buena;SI;Totalmente;Totalmente;Totalmente;SI;Totalmente;En gran parte;En gran parte;Totalmente;En gran parte;En gran parte;En gran parte;En gran parte;Totalmente;En gran parte;Algunas veces ;Buena;Excelente;Excelente;Excelente;Excelente
918;3;Popayan;Psicologia;En gran parte;NO;Sin respuesta;Totalmente;En cierta parte;Nada;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;SI;En gran parte;En gran parte;En gran parte;SI;En gran parte;En cierta parte;Totalmente;Totalmente;Totalmente;En gran parte;En cierta parte;En gran parte;Totalmente;En gran parte;Casi siempre;Excelente;Buena;Buena;Buena;Buena
919;2;Popayan;Ingenieria de Sistemas;En gran parte;NO;Sin respuesta;Totalmente;Totalmente;Totalmente;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;SI;Totalmente;En gran parte;En gran parte;SI;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;Casi siempre;Buena;Buena;Buena;Buena;Buena
920;10;Popayan;Psicologia;Totalmente;SI;Totalmente;Totalmente;Totalmente;Totalmente;SI;Difusion por parte de la Direccion del Programa;SI;Totalmente;Totalmente;Excelente;SI;Excelente;Excelente;SI;En gran parte;Totalmente;Totalmente;SI;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Totalmente;Siempre;Excelente;Buena;Buena;Excelente;Excelente
921;7;Popayan;Licenciatura en Educacion Artistica y Cultural;Totalmente;NO;Sin respuesta;Totalmente;En gran parte;En cierta parte;SI;Pagina web institucional;SI;En gran parte;En gran parte;Buena;SI;Buena;Buena;SI;Totalmente;Totalmente;En gran parte;SI;En gran parte;En gran parte;En gran parte;En gran parte;Totalmente;Totalmente;En gran parte;En cierta parte;En gran parte;En gran parte;Algunas veces ;Excelente;Buena;Excelente;Excelente;Excelente
922;4;Popayan;Psicologia;En cierta parte;NO;Sin respuesta;En gran parte;En cierta parte;En gran parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Regular;SI;Buena;Buena;NO;Sin respuesta;En cierta parte;En gran parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En gran parte;En cierta parte;En cierta parte;En cierta parte;Casi siempre;Buena;Regular;Regular;Regular;Buena
923;2;Norte - Santander de Q;Derecho;Totalmente;NO;Sin respuesta;En gran parte;En cierta parte;En cierta parte;SI;Pagina web institucional;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En cierta parte;En cierta parte;SI;En gran parte;En gran parte;En cierta parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;Totalmente;Casi siempre;Buena;Buena;Buena;Regular;Regular
924;5;Popayan;Trabajo Social;En cierta parte;NO;Sin respuesta;En gran parte;En gran parte;En cierta parte;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Regular;SI;Buena;Buena;NO;Sin respuesta;En gran parte;En gran parte;NO;Sin respuesta;En cierta parte;En gran parte;En cierta parte;En gran parte;En cierta parte;En cierta parte;Nada;En gran parte;En cierta parte;Algunas veces ;Regular;Buena;Buena;Buena;Buena
925;7;Popayan;Licenciatura en Educacion Artistica y Cultural;Totalmente;SI;En gran parte;En gran parte;En gran parte;En gran parte;SI;Pagina web institucional;NO;Sin respuesta;En gran parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En gran parte;En gran parte;NO;Sin respuesta;En gran parte;En cierta parte;En gran parte;En gran parte;En cierta parte;En gran parte;En gran parte;En gran parte;Totalmente;Casi siempre;Buena;Buena;Buena;Buena;Buena
926;8;Popayan;Administracion de Empresas ;En gran parte;NO;Sin respuesta;Totalmente;En gran parte;En gran parte;NO;Sin respuesta;NO;Sin respuesta;En cierta parte;Buena;SI;Buena;Buena;NO;Sin respuesta;En gran parte;Totalmente;SI;En gran parte;En gran parte;Totalmente;Totalmente;En gran parte;Nada;En cierta parte;En gran parte;En cierta parte;En gran parte;Algunas veces ;Buena;Buena;Buena;Buena;Buena
927;2;Popayan;Ingenieria de Sistemas;En gran parte;SI;En gran parte;Totalmente;En gran parte;Totalmente;NO;Sin respuesta;NO;Sin respuesta;En gran parte;Excelente;SI;Buena;Buena;NO;Sin respuesta;En gran parte;Totalmente;NO;Sin respuesta;En gran parte;Totalmente;En gran parte;Totalmente;Nada;En gran parte;En cierta parte;En gran parte;Totalmente;Casi siempre;Excelente;Excelente;Excelente;Excelente;Excelente
928;9;Popayan;Psicologia;En gran parte;NO;Sin respuesta;En gran parte;En cierta parte;En cierta parte;NO;Sin respuesta;SI;En cierta parte;En gran parte;Buena;SI;Buena;Buena;SI;En gran parte;En gran parte;En gran parte;SI;Totalmente;Totalmente;En gran parte;En gran parte;En cierta parte;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;Casi siempre;Buena;Buena;Buena;Buena;Buena
929;7;Popayan;Psicologia;En gran parte;NO;Sin respuesta;En gran parte;En cierta parte;En cierta parte;SI;Pagina web institucional;NO;Sin respuesta;En cierta parte;Regular;SI;Buena;Buena;NO;Sin respuesta;En gran parte;En gran parte;NO;Sin respuesta;En cierta parte;En cierta parte;En cierta parte;En gran parte;En gran parte;En gran parte;En cierta parte;Totalmente;Totalmente;Casi siempre;Buena;Buena;Excelente;Regular;Buena
930;1;Popayan;Ingenieria Industrial;En gran parte;SI;En gran parte;En gran parte;Totalmente;Nada;SI;Difusion por parte de la Direccion del Programa;SI;En gran parte;En gran parte;Excelente;SI;Excelente;Buena;SI;Totalmente;En gran parte;En gran parte;SI;En gran parte;En gran parte;Totalmente;Totalmente;En gran parte;En cierta parte;En cierta parte;Nada;En gran parte;En gran parte;Casi siempre;Buena;Buena;Buena;Buena;Buena
931;1;Popayan;Ingenieria Industrial;En gran parte;SI;En gran parte;En gran parte;Totalmente;Nada;SI;Pagina web institucional;SI;En gran parte;En gran parte;Buena;SI;Buena;Excelente;SI;Totalmente;En gran parte;En gran parte;SI;En gran parte;En gran parte;En gran parte;Totalmente;En gran parte;En cierta parte;En cierta parte;En cierta parte;En gran parte;En gran parte;Casi siempre;Buena;Buena;Buena;Buena;Excelente
932;9;Popayan;Psicologia;En gran parte;SI;Totalmente;En cierta parte;En gran parte;Nada;NO;Sin respuesta;NO;Sin respuesta;En cierta parte;Buena;SI;Excelente;Excelente;SI;Totalmente;En gran parte;En gran parte;SI;En gran parte;En gran parte;En gran parte;En gran parte;En gran parte;En cierta parte;En cierta parte;En cierta parte;En gran parte;Totalmente;Casi siempre;Buena;Buena;Buena;Buena;Excelente
933;10;Popayan;Psicologia;En gran parte;SI;En gran parte;En cierta parte;En cierta parte;Nada;NO;Sin respuesta;NO;Sin respuesta;En cierta parte;Mala;SI;Buena;Mala;SI;En gran parte;Totalmente;En cierta parte;SI;En cierta parte;En cierta parte;En cierta parte;En cierta parte;En gran parte;En cierta parte;Nada;En cierta parte;En cierta parte;En gran parte;Casi siempre;Regular;Buena;Buena;Buena;Excelente
